countryName,pollutant,reportingYear,emissions
Portugal,Naphthalene,2021,381
Portugal,Nitrogen oxides (NOX),2021,30578000
Romania,Carbon dioxide (CO2),2007,66226000000
Romania,Nitrogen oxides (NOX),2008,121598000
Romania,Arsenic and compounds (as As),2009,92
Romania,Carbon monoxide (CO),2009,61348000
Romania,Zinc and compounds (as Zn),2009,3685
Romania,Nitrogen oxides (NOX),2011,77692000
Romania,Arsenic and compounds (as As),2012,42
Romania,Carbon monoxide (CO),2012,57375000
Romania,Zinc and compounds (as Zn),2012,5412
Romania,Nitrogen oxides (NOX),2014,54799000
Romania,Arsenic and compounds (as As),2015,418
Romania,Carbon monoxide (CO),2015,82835000
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2015,0.004099
Romania,Zinc and compounds (as Zn),2015,9752
Romania,Chromium and compounds (as Cr),2016,404
Romania,Lead and compounds (as Pb),2016,4460
Romania,Methane (CH4),2016,65910000
Romania,Arsenic and compounds (as As),2018,406
Romania,Carbon monoxide (CO),2018,102856000
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2018,0.003048
Romania,Zinc and compounds (as Zn),2018,9944
Romania,Chromium and compounds (as Cr),2019,723
Romania,Lead and compounds (as Pb),2019,4570
Romania,Methane (CH4),2019,39012000
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2021,0.004225
Serbia,Ammonia (NH3),2011,2264100
Slovakia,Arsenic and compounds (as As),2007,6193.5
Slovakia,Nickel and compounds (as Ni),2007,1262.7
Slovakia,"1,2-dichloroethane (DCE-1,2)",2008,40800
Slovakia,Cadmium and compounds (as Cd),2008,260.7
Slovakia,Chlorine and inorganic compounds (as HCl),2008,83300
France,Carbon monoxide (CO),2016,280553000
France,Chlorofluorocarbons (CFCs),2017,1639.8
France,Chromium and compounds (as Cr),2017,4066
France,Sulphur hexafluoride (SF6),2017,3844.5
France,Tetrachloromethane (TCM),2017,17795
France,"1,1,1-trichloroethane (TCE-1,1,1)",2018,29130
France,Chlorine and inorganic compounds (as HCl),2018,1426700
France,Hydrochlorofluorocarbons (HCFCs),2018,38352.23
France,Nitrogen oxides (NOX),2018,104211000
France,Cadmium and compounds (as Cd),2019,706.0000020000001
France,Carbon monoxide (CO),2019,248124000
France,Chromium and compounds (as Cr),2020,2292
France,PCDD + PCDF (dioxins + furans) (as Teq),2020,0.053888000000000005
France,Sulphur hexafluoride (SF6),2020,2039.099998
France,"1,1,1-trichloroethane (TCE-1,1,1)",2021,27340
France,Chlorine and inorganic compounds (as HCl),2021,427700
France,Methane (CH4),2021,88471000
Germany,Cadmium and compounds (as Cd),2007,961.5999999999999
Germany,Carbon dioxide (CO2),2007,486855000000
Germany,Non-methane volatile organic compounds (NMVOC),2007,45769000
Germany,Polychlorinated biphenyls (PCBs),2007,5.17
Germany,Trichloromethane,2007,2390
Germany,Chlorofluorocarbons (CFCs),2008,641.72
Germany,Dichloromethane (DCM),2008,31990
Germany,Fluorine and inorganic compounds (as HF),2008,795800
Germany,Polycyclic aromatic hydrocarbons (PAHs),2008,3546
Germany,Arsenic and compounds (as As),2009,2977.6000000000004
Germany,Cadmium and compounds (as Cd),2010,1089.5
Germany,Non-methane volatile organic compounds (NMVOC),2010,42134000
Germany,Polychlorinated biphenyls (PCBs),2010,9.7
Germany,Trichloromethane,2010,1690
Germany,Dichloromethane (DCM),2011,32340
Germany,PCDD + PCDF (dioxins + furans) (as Teq),2011,0.013957
Germany,Polycyclic aromatic hydrocarbons (PAHs),2011,1100.2
Germany,Arsenic and compounds (as As),2012,2511.8
Germany,Methane (CH4),2012,207155000
Germany,Zinc and compounds (as Zn),2012,60087
Germany,Cadmium and compounds (as Cd),2013,1414.6000000000001
Germany,Lead and compounds (as Pb),2013,45638
Germany,Non-methane volatile organic compounds (NMVOC),2013,43083000
Germany,Polychlorinated biphenyls (PCBs),2013,5.925
Germany,Dichloromethane (DCM),2014,14860
Germany,PCDD + PCDF (dioxins + furans) (as Teq),2014,0.00992
Germany,Polycyclic aromatic hydrocarbons (PAHs),2014,918
Germany,Arsenic and compounds (as As),2015,1599.0999999999997
Germany,Mercury and compounds (as Hg),2015,6850.9000000000015
Germany,Methane (CH4),2015,156964000
Germany,Zinc and compounds (as Zn),2015,63885
Germany,Lead and compounds (as Pb),2016,36629
Germany,PCDD + PCDF (dioxins + furans) (as Teq),2017,0.00851
Germany,Polycyclic aromatic hydrocarbons (PAHs),2017,853.9
Germany,Arsenic and compounds (as As),2018,1979.5
Germany,Benzene,2018,236000
Germany,Mercury and compounds (as Hg),2018,5691.400000000001
Germany,Methane (CH4),2018,95146000
Germany,Zinc and compounds (as Zn),2018,62189
Germany,Copper and compounds (as Cu),2019,11652
Norway,Copper and compounds (as Cu),2016,2100
Norway,Ammonia (NH3),2017,679900
Norway,Particulate matter (PM10),2017,3087300
Poland,Arsenic and compounds (as As),2007,3798.6
Poland,Benzene,2007,57090
Poland,Carbon monoxide (CO),2007,308378000
Poland,Mercury and compounds (as Hg),2007,3461.1
Poland,Naphthalene,2007,1018
Poland,Zinc and compounds (as Zn),2007,109009
Poland,Lead and compounds (as Pb),2008,41713
Poland,Chlorine and inorganic compounds (as HCl),2009,13714000
Poland,Di-(2-ethyl hexyl) phthalate (DEHP),2009,3069
Poland,Benzene,2010,109840
Poland,Carbon monoxide (CO),2010,276508000
Poland,Mercury and compounds (as Hg),2010,3019
Poland,Zinc and compounds (as Zn),2010,88315
Poland,Copper and compounds (as Cu),2011,29012
Poland,Lead and compounds (as Pb),2011,28419
Poland,Sulphur oxides (SOX),2011,469595000
Poland,Di-(2-ethyl hexyl) phthalate (DEHP),2012,1877.9
Poland,Benzene,2013,35470
Poland,Mercury and compounds (as Hg),2013,3365.8
Poland,Copper and compounds (as Cu),2014,26040
Poland,Hydro-fluorocarbons (HFCS),2014,59067
Poland,Sulphur oxides (SOX),2014,357059000
Poland,Ammonia (NH3),2015,8318500
Poland,Di-(2-ethyl hexyl) phthalate (DEHP),2015,2163.6
Poland,Particulate matter (PM10),2015,14372000
Poland,Benzene,2016,21910
Poland,Copper and compounds (as Cu),2017,19101
Poland,Hydro-fluorocarbons (HFCS),2017,66252
Poland,Sulphur oxides (SOX),2017,199577000
Poland,Ammonia (NH3),2018,8751700
Poland,Di-(2-ethyl hexyl) phthalate (DEHP),2018,118
Poland,Particulate matter (PM10),2018,10724500
Poland,Nickel and compounds (as Ni),2019,13058.599999999999
Poland,Hydro-fluorocarbons (HFCS),2020,55307
Poland,Sulphur oxides (SOX),2020,91495000
Poland,Ammonia (NH3),2021,8127700
Poland,Hydrogen cyanide (HCN),2021,20719
Poland,Particulate matter (PM10),2021,6596500
Portugal,Non-methane volatile organic compounds (NMVOC),2008,12973000
Portugal,Chlorine and inorganic compounds (as HCl),2009,298900
Portugal,Fluorine and inorganic compounds (as HF),2009,97170
Portugal,Hydrochlorofluorocarbons (HCFCs),2009,272
Portugal,Nickel and compounds (as Ni),2009,18417
Portugal,Nitrous oxide (N2O),2009,1030200
Portugal,Tetrachloroethylene,2009,49300
Portugal,Arsenic and compounds (as As),2010,633.8000000000001
Portugal,Carbon monoxide (CO),2010,18462000
Portugal,Zinc and compounds (as Zn),2010,27547
Portugal,Lead and compounds (as Pb),2011,3219
Portugal,Non-methane volatile organic compounds (NMVOC),2011,10139000
Portugal,Chlorine and inorganic compounds (as HCl),2012,305800
Portugal,Fluorine and inorganic compounds (as HF),2012,77740
Portugal,Hydrochlorofluorocarbons (HCFCs),2012,7.6
Portugal,Nitrous oxide (N2O),2012,893100
Portugal,Arsenic and compounds (as As),2013,988.8
Portugal,Carbon monoxide (CO),2013,27652000
Portugal,Mercury and compounds (as Hg),2013,230.5
Portugal,Zinc and compounds (as Zn),2013,6616
Lithuania,Copper and compounds (as Cu),2016,859
Lithuania,Benzene,2018,43500
Lithuania,Carbon monoxide (CO),2019,8215000
Luxembourg,Carbon monoxide (CO),2007,12210000
Luxembourg,Naphthalene,2007,2462
Luxembourg,PCDD + PCDF (dioxins + furans) (as Teq),2007,0.00023500000000000002
Luxembourg,Zinc and compounds (as Zn),2007,2620
Luxembourg,Methane (CH4),2008,1820000
Luxembourg,Carbon monoxide (CO),2010,6109000
Luxembourg,Naphthalene,2010,956
Luxembourg,PCDD + PCDF (dioxins + furans) (as Teq),2010,0.000294
Luxembourg,Zinc and compounds (as Zn),2010,3536
Luxembourg,Methane (CH4),2011,1512000
Luxembourg,PCDD + PCDF (dioxins + furans) (as Teq),2013,0.00037
Luxembourg,Methane (CH4),2014,1150000
Luxembourg,PCDD + PCDF (dioxins + furans) (as Teq),2016,0.001229
Luxembourg,Lead and compounds (as Pb),2018,820
Malta,Nitrogen oxides (NOX),2007,5470000
Malta,Sulphur oxides (SOX),2007,12440000
Malta,Hydrochlorofluorocarbons (HCFCs),2008,35
Malta,Nitrogen oxides (NOX),2010,4900000
Malta,Sulphur oxides (SOX),2010,7800000
Malta,Hydrochlorofluorocarbons (HCFCs),2011,17
Malta,Sulphur oxides (SOX),2013,4880000
Malta,Nickel and compounds (as Ni),2015,927.3
Netherlands,Cadmium and compounds (as Cd),2008,1584.9
Netherlands,Carbon dioxide (CO2),2008,88762000000
Netherlands,Chlorofluorocarbons (CFCs),2008,6663
Netherlands,Benzene,2009,103400
Netherlands,Hydro-fluorocarbons (HFCS),2009,76125
Netherlands,Naphthalene,2009,16256
Netherlands,Nitrogen oxides (NOX),2009,51468000
Netherlands,Trichloroethylene (TRI),2009,17600
Netherlands,Carbon dioxide (CO2),2011,92434000000
Netherlands,Chlorofluorocarbons (CFCs),2011,11419.340000000004
Netherlands,Chromium and compounds (as Cr),2011,566
Netherlands,Benzene,2012,113300
Netherlands,Nitrogen oxides (NOX),2012,46938000
Netherlands,Trichloroethylene (TRI),2012,26900
Netherlands,Copper and compounds (as Cu),2013,904
Netherlands,Carbon dioxide (CO2),2014,90206000000
Netherlands,Chromium and compounds (as Cr),2014,647
Netherlands,Benzene,2015,76190
Netherlands,Copper and compounds (as Cu),2016,824
Netherlands,Chromium and compounds (as Cr),2017,663
Netherlands,Benzene,2018,56550
Netherlands,Copper and compounds (as Cu),2019,1316
Netherlands,Trichloromethane,2019,2018
Netherlands,Zinc and compounds (as Zn),2019,224231
Netherlands,Chromium and compounds (as Cr),2020,472
Norway,PCDD + PCDF (dioxins + furans) (as Teq),2007,0.001222
Norway,Mercury and compounds (as Hg),2008,125.8
Norway,Methane (CH4),2008,34129000
Norway,Total organic carbon(as total C or COD/3) (TOC),2009,51353.4000001
Norway,Mercury and compounds (as Hg),2011,24.3
Norway,Fluoranthene,2012,2400.39
Norway,Lead and compounds (as Pb),2012,591
Norway,Total organic carbon(as total C or COD/3) (TOC),2012,51790.2
Norway,Perfluorocarbons (PFCs),2013,23147
Norway,Chlorides (as total Cl),2014,2530
Poland,"1,2-dichloroethane (DCE-1,2)",2017,5250
Poland,Anthracene,2017,541
Poland,Arsenic and compounds (as As),2017,2430.7
Poland,Trichloromethane,2017,1752
Poland,Fluorine and inorganic compounds (as HF),2018,782780
Poland,Hydrochlorofluorocarbons (HCFCs),2018,6074.599999999999
Poland,Lead and compounds (as Pb),2018,31541
Poland,Nitrogen oxides (NOX),2018,172917000
Poland,Non-methane volatile organic compounds (NMVOC),2018,5904000
Poland,"1,2-dichloroethane (DCE-1,2)",2020,1990
Poland,Arsenic and compounds (as As),2020,4334.900000000001
Poland,Mercury and compounds (as Hg),2020,2237.9000000000005
Poland,Trichloromethane,2020,713
Poland,Fluorine and inorganic compounds (as HF),2021,507020
Poland,Lead and compounds (as Pb),2021,22127
Poland,Nitrogen oxides (NOX),2021,154283000
Portugal,Benzene,2007,31930
Portugal,Methane (CH4),2007,58861000
Portugal,Nitrogen oxides (NOX),2007,89011000
Portugal,Trichloroethylene (TRI),2007,3380
Portugal,Ammonia (NH3),2008,7635400
Portugal,Chromium and compounds (as Cr),2009,1626
Portugal,Benzene,2010,19160
Portugal,Ammonia (NH3),2011,7600300
Portugal,Chromium and compounds (as Cr),2012,521
Portugal,Benzene,2013,27540
Portugal,Ammonia (NH3),2014,7612900
Portugal,Chromium and compounds (as Cr),2015,1429
Portugal,Tetrachloroethylene,2016,17500
Portugal,Ammonia (NH3),2017,8305200
Portugal,Non-methane volatile organic compounds (NMVOC),2018,9351000
Portugal,Tetrachloroethylene,2019,18100
Portugal,Non-methane volatile organic compounds (NMVOC),2021,8391000
Romania,Perfluorocarbons (PFCs),2007,5910
Romania,Benzene,2008,1700
Romania,Ammonia (NH3),2009,20025400
Romania,Perfluorocarbons (PFCs),2010,1150
Romania,Benzene,2011,6500
Romania,Ammonia (NH3),2012,17779400
Romania,Perfluorocarbons (PFCs),2013,780
Romania,Nickel and compounds (as Ni),2014,657
Romania,Ammonia (NH3),2015,20723700
Romania,Non-methane volatile organic compounds (NMVOC),2016,10538000
Romania,Perfluorocarbons (PFCs),2016,735
Romania,Nickel and compounds (as Ni),2017,256
Romania,Non-methane volatile organic compounds (NMVOC),2019,7253000
Romania,Cadmium and compounds (as Cd),2020,103.4
Romania,Nickel and compounds (as Ni),2020,434
Romania,Nitrous oxide (N2O),2020,925500
Serbia,Nitrogen oxides (NOX),2009,79093000
Serbia,Nitrogen oxides (NOX),2012,54189000
Serbia,Nitrogen oxides (NOX),2015,53363000
Serbia,Sulphur oxides (SOX),2015,320561000
Serbia,Nitrogen oxides (NOX),2018,50379000
Serbia,Sulphur oxides (SOX),2018,374956000
Serbia,Particulate matter (PM10),2019,9490800
Slovakia,Benzene,2007,132600
Slovakia,Mercury and compounds (as Hg),2007,927.9000000000001
Slovakia,Methane (CH4),2007,2347000
Slovakia,Trichloroethylene (TRI),2007,7390
Slovakia,Ammonia (NH3),2008,696900
Slovakia,Chromium and compounds (as Cr),2009,1146
Slovakia,Benzene,2010,84950
Slovakia,Ammonia (NH3),2011,789800
Portugal,Lead and compounds (as Pb),2014,9783
Portugal,Chlorine and inorganic compounds (as HCl),2015,369400
Portugal,Fluorine and inorganic compounds (as HF),2015,59640
Portugal,Hydrochlorofluorocarbons (HCFCs),2015,13.4
Portugal,Nitrous oxide (N2O),2015,638900
Portugal,Arsenic and compounds (as As),2016,816.4000000000001
Portugal,Carbon monoxide (CO),2016,23882000
Portugal,Mercury and compounds (as Hg),2016,286.80000000000007
Portugal,Zinc and compounds (as Zn),2016,11211
Portugal,Copper and compounds (as Cu),2017,444
Portugal,Lead and compounds (as Pb),2017,2903
Portugal,Chlorine and inorganic compounds (as HCl),2018,255800
Portugal,Fluorine and inorganic compounds (as HF),2018,57100
Portugal,Carbon monoxide (CO),2019,19898000
Portugal,Mercury and compounds (as Hg),2019,136
Portugal,Zinc and compounds (as Zn),2019,21040
Portugal,Copper and compounds (as Cu),2020,1451
Portugal,Lead and compounds (as Pb),2020,1751
Romania,Cadmium and compounds (as Cd),2007,221.5
Romania,"1,2-dichloroethane (DCE-1,2)",2008,4050
Romania,Nitrogen oxides (NOX),2009,89882000
Romania,Cadmium and compounds (as Cd),2010,219.1
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2011,0.002142
Romania,Methane (CH4),2012,75506000
Romania,Nitrogen oxides (NOX),2012,70056000
Romania,Cadmium and compounds (as Cd),2013,22
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2014,0.0035679999999999996
Romania,Polycyclic aromatic hydrocarbons (PAHs),2014,4920
Romania,Methane (CH4),2015,65738000
Romania,Nitrogen oxides (NOX),2015,56274000
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2017,0.00447
Romania,Polycyclic aromatic hydrocarbons (PAHs),2017,5490
Romania,Benzene,2018,3860
Romania,Methane (CH4),2018,46315000
Romania,Nitrogen oxides (NOX),2018,45162000
Romania,Sulphur oxides (SOX),2019,33007000
Romania,Chromium and compounds (as Cr),2020,909
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2020,0.005457
Romania,Benzene,2021,1460
Romania,Methane (CH4),2021,27058000
Serbia,Particulate matter (PM10),2009,20238000
Serbia,Ammonia (NH3),2012,752000
Serbia,Particulate matter (PM10),2012,23947500
Serbia,Ammonia (NH3),2015,186800
Slovakia,"1,2-dichloroethane (DCE-1,2)",2007,40900
Slovakia,Cadmium and compounds (as Cd),2009,226.39999999999998
Slovakia,Carbon dioxide (CO2),2009,21225000000
Slovakia,Non-methane volatile organic compounds (NMVOC),2009,4654000
Slovakia,"1,2-dichloroethane (DCE-1,2)",2010,43400
Slovakia,Arsenic and compounds (as As),2011,670
Slovakia,Naphthalene,2011,10900
Slovakia,Nitrogen oxides (NOX),2011,28757000
Slovakia,Cadmium and compounds (as Cd),2012,120.80000000000001
Slovakia,Non-methane volatile organic compounds (NMVOC),2012,3499000
Slovakia,"1,2-dichloroethane (DCE-1,2)",2013,21400
Slovakia,PCDD + PCDF (dioxins + furans) (as Teq),2013,0.00094
Slovakia,Arsenic and compounds (as As),2014,259.8
Slovakia,Mercury and compounds (as Hg),2014,207.9
Slovakia,Methane (CH4),2014,3052000
Germany,Lead and compounds (as Pb),2019,21717
Germany,PCDD + PCDF (dioxins + furans) (as Teq),2020,0.019952929999999997
Germany,Benzene,2021,219840
Germany,Mercury and compounds (as Hg),2021,4038
Germany,Methane (CH4),2021,30489000
Germany,Zinc and compounds (as Zn),2021,40592
Greece,Chlorine and inorganic compounds (as HCl),2007,88900
Greece,Hydrochlorofluorocarbons (HCFCs),2007,1131
Greece,Nitrous oxide (N2O),2007,1906500
Greece,Arsenic and compounds (as As),2008,2473.7
Greece,Carbon monoxide (CO),2008,47706000
Greece,Zinc and compounds (as Zn),2008,39571
Greece,Chromium and compounds (as Cr),2009,4810
Greece,Copper and compounds (as Cu),2009,2541
Greece,Lead and compounds (as Pb),2009,2069
Greece,Perfluorocarbons (PFCs),2009,5160
Greece,Chlorine and inorganic compounds (as HCl),2010,78300
Greece,Chromium and compounds (as Cr),2012,6265
Greece,Copper and compounds (as Cu),2012,1514
Greece,Lead and compounds (as Pb),2012,2445
Greece,Perfluorocarbons (PFCs),2012,4250
Greece,Di-(2-ethyl hexyl) phthalate (DEHP),2013,815
Greece,Particulate matter (PM10),2013,11210500
Greece,Copper and compounds (as Cu),2015,3820
Greece,Hydro-fluorocarbons (HFCS),2015,878
Greece,Perfluorocarbons (PFCs),2015,8300
Greece,Di-(2-ethyl hexyl) phthalate (DEHP),2016,747
Greece,Nickel and compounds (as Ni),2016,29096.3
Greece,Particulate matter (PM10),2016,3148400
Greece,Copper and compounds (as Cu),2018,4369
Greece,Hydro-fluorocarbons (HFCS),2018,2844
Greece,Nickel and compounds (as Ni),2019,14918
Greece,Particulate matter (PM10),2019,2004200
Greece,Carbon dioxide (CO2),2021,31609800000
Greece,Hydro-fluorocarbons (HFCS),2021,8000
Hungary,Polychlorinated biphenyls (PCBs),2008,0.201
Hungary,Ammonia (NH3),2009,10945400
Hungary,Chlorine and inorganic compounds (as HCl),2009,82600
Hungary,Nitrous oxide (N2O),2009,42700
Hungary,Tetrachloroethylene,2009,3400
Hungary,Carbon monoxide (CO),2010,25281000
Hungary,Zinc and compounds (as Zn),2010,8230
Hungary,Lead and compounds (as Pb),2011,744
Hungary,Polychlorinated biphenyls (PCBs),2011,0.27
Hungary,Chlorine and inorganic compounds (as HCl),2012,10800
Hungary,Nitrous oxide (N2O),2012,22100
Hungary,Carbon monoxide (CO),2013,15410000
Hungary,Zinc and compounds (as Zn),2013,3065
Hungary,Lead and compounds (as Pb),2014,642
Hungary,Chlorine and inorganic compounds (as HCl),2015,13400
Hungary,Nitrous oxide (N2O),2015,170000
Hungary,Carbon monoxide (CO),2016,16371000
